PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
j,DrugUseAssessmentFirstUsedAgeQuantity,j:DrugUseAssessmentFirstUsedAgeQuantity,TRUE,FALSE,,,,A count for an age when an individual first used drugs.,nc,QuantityType,nc:QuantityType,,,
j,DrugUseAssessmentInPrisonDrugTreatmentProgramsAttendedQuantity,j:DrugUseAssessmentInPrisonDrugTreatmentProgramsAttendedQuantity,TRUE,FALSE,,,,A number of drug treatment programs attended by the subject while incarcerated.,nc,QuantityType,nc:QuantityType,,,
j,DrugUseAssessmentLastDrugTestDate,j:DrugUseAssessmentLastDrugTestDate,TRUE,FALSE,,,,A date of the assessment subject's last drug test.,nc,DateType,nc:DateType,,,
j,DrugUseAssessmentPrimaryDrugOfChoice,j:DrugUseAssessmentPrimaryDrugOfChoice,TRUE,TRUE,,,,A data concept for a kind of values for drugs that have been used by the subject in the past.,,,,,,
j,DrugUseAssessmentPrimaryDrugOfChoiceText,j:DrugUseAssessmentPrimaryDrugOfChoiceText,TRUE,FALSE,,,,A kind of values for drugs that have been used by the subject in the past.,nc,TextType,nc:TextType,j,DrugUseAssessmentPrimaryDrugOfChoice,j:DrugUseAssessmentPrimaryDrugOfChoice
j,DrugUseAssessmentRelapseTriggerText,j:DrugUseAssessmentRelapseTriggerText,TRUE,FALSE,,,,A relapse trigger that could lead the subject to use drugs.,nc,TextType,nc:TextType,,,
j,DrugUseAssessmentSecondaryDrugOfChoice,j:DrugUseAssessmentSecondaryDrugOfChoice,TRUE,TRUE,,,,A data concept for a kind of values for secondary drug of choice.,,,,,,
j,DrugUseAssessmentSecondaryDrugOfChoiceText,j:DrugUseAssessmentSecondaryDrugOfChoiceText,TRUE,FALSE,,,,A kind of values for secondary drug of choice.,nc,TextType,nc:TextType,j,DrugUseAssessmentSecondaryDrugOfChoice,j:DrugUseAssessmentSecondaryDrugOfChoice
j,DrugUseAssessmentUsedNeedleIndicator,j:DrugUseAssessmentUsedNeedleIndicator,TRUE,FALSE,,,,True if subject reported use of needles; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrugUseAssessmentYearsOfProblemUseQuantity,j:DrugUseAssessmentYearsOfProblemUseQuantity,TRUE,FALSE,,,,A number indicating the years the subject has had drug-related problems.,nc,QuantityType,nc:QuantityType,,,
j,DrugUseDrug,j:DrugUseDrug,TRUE,FALSE,,,,A type of drug.,nc,DrugType,nc:DrugType,,,
cyfs,DrugUseFrequency,cyfs:DrugUseFrequency,TRUE,TRUE,,,,A data concept for expressing how often a person uses drugs.,,,,,,
cyfs,DrugUseFrequencyCode,cyfs:DrugUseFrequencyCode,TRUE,FALSE,,,,A code list describing how often the person uses drugs.,cyfs,DrugUseFrequencyCodeType,cyfs:DrugUseFrequencyCodeType,cyfs,DrugUseFrequency,cyfs:DrugUseFrequency
cyfs,DrugUseFrequencyDescriptionText,cyfs:DrugUseFrequencyDescriptionText,TRUE,FALSE,,,,A description of how often a person uses drugs.,nc,TextType,nc:TextType,cyfs,DrugUseFrequency,cyfs:DrugUseFrequency
cyfs,DrugUseIndicator,cyfs:DrugUseIndicator,TRUE,FALSE,,,,True if the person is currently using an illegal substance or has used an illegal substance in the immediate past; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
cyfs,DueDate,cyfs:DueDate,TRUE,FALSE,,,,"A date something is due, not necessarily the date that something actually starts or ends.",nc,DateType,nc:DateType,,,
it,DutyTaxFee,it:DutyTaxFee,TRUE,FALSE,,,,A fee associated with a customs duty tax or tariff.,it,DutyTaxFeeType,it:DutyTaxFeeType,,,
it,DutyTaxFeeAmount,it:DutyTaxFeeAmount,TRUE,FALSE,,,,A rate of duty or tax or fee applicable to commodities or of tax applicable to services.,nc,AmountType,nc:AmountType,,,
it,DutyTaxFeeAssessmentAmountOwedAmount,it:DutyTaxFeeAssessmentAmountOwedAmount,TRUE,FALSE,,,,An amount on which a duty or tax or fee is owed or obligated,nc,AmountType,nc:AmountType,,,
it,DutyTaxFeeAssessmentBasisAmount,it:DutyTaxFeeAssessmentBasisAmount,TRUE,FALSE,,,,A basis amount on which a duty or tax or fee will be assessed.,nc,AmountType,nc:AmountType,,,
it,DutyTaxFeeAssessmentBasisQuantity,it:DutyTaxFeeAssessmentBasisQuantity,TRUE,FALSE,,,,A basis count on which a duty or tax or fee will be assessed.,nc,QuantityType,nc:QuantityType,,,
it,DutyTaxFeeAugmentationPoint,it:DutyTaxFeeAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DutyTaxFeeType.,,,,,,
it,DutyTaxFeeCategoryText,it:DutyTaxFeeCategoryText,TRUE,FALSE,,,,A kind of duty or tax applicable to commodities or a type of tax or fee applicable to services.,nc,TextType,nc:TextType,,,
it,DutyTaxFeeReductionAmount,it:DutyTaxFeeReductionAmount,TRUE,FALSE,,,,A reduced amount of duty/tax/fee (includes all types of charges and duties) due and amount of reduction (if applicable).,nc,AmountType,nc:AmountType,,,
it,DutyTaxFeeReductionQuantity,it:DutyTaxFeeReductionQuantity,TRUE,FALSE,,,,A reduction count on which the reduced amount of duty/tax/fee (includes all types of charges and duties) due and amount of reduction (if applicable).,nc,QuantityType,nc:QuantityType,,,
it,DutyTaxFeeReferenceID,it:DutyTaxFeeReferenceID,TRUE,FALSE,,,,An identifier of the  reference number for a payment of a duty or tax.,niem-xs,string,niem-xs:string,,,
it,DutyTaxFeeRegimeCategoryText,it:DutyTaxFeeRegimeCategoryText,TRUE,FALSE,,,,A kind of duty regime.,nc,TextType,nc:TextType,,,
it,DutyTaxPaymentMethod,it:DutyTaxPaymentMethod,TRUE,TRUE,,,,A data concept for a code identifying the method of payment for the Duty Tax.,,,,,,
it,DutyTaxPaymentMethodCode,it:DutyTaxPaymentMethodCode,TRUE,FALSE,,,,A code identifying the method of payment for the Duty Tax.,itcodes,DutyTaxPaymentMethodCodeType,itcodes:DutyTaxPaymentMethodCodeType,it,DutyTaxPaymentMethod,it:DutyTaxPaymentMethod
em,EAssuranceLevelCode,em:EAssuranceLevelCode,TRUE,FALSE,,,,"An assurance level code, defined by OMB M-04-04 E-Authentication Guidance",em,EAssuranceLevelCodeType,em:EAssuranceLevelCodeType,,,
cyfs,Education,cyfs:Education,TRUE,FALSE,,,,A description of the educational issues related to the court report and service plan of any participant in the case.,cyfs,EducationType,cyfs:EducationType,,,
em,Education,em:Education,TRUE,FALSE,,,,A credential class that represents the type of education credentials held by a Person,em,EducationType,em:EducationType,,,
j,EducationalActivity,j:EducationalActivity,TRUE,FALSE,,,,An event or activity in the process of an education course and programs.,nc,ActivityType,nc:ActivityType,,,
j,EducationalActivityAugmentationPoint,j:EducationalActivityAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:EducationalActivityType,,,,,,
j,EducationalActivityDocumentedDate,j:EducationalActivityDocumentedDate,TRUE,FALSE,,,,An actual date of documentation for education activity.,nc,DateType,nc:DateType,,,
j,EducationalActivityFullTimeIndicator,j:EducationalActivityFullTimeIndicator,TRUE,FALSE,,,,True if an individual is enrolled in education activity as a full-time student or not; false otherwise; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
cyfs,EducationalAdjustment,cyfs:EducationalAdjustment,TRUE,TRUE,,,,A data concept for describing the adjustment of a student in a school setting.,,,,,,
cyfs,EducationalAdjustmentCode,cyfs:EducationalAdjustmentCode,TRUE,FALSE,,,,An adjustment of a juvenile in a school setting.,cyfs,EducationalAdjustmentCodeType,cyfs:EducationalAdjustmentCodeType,cyfs,EducationalAdjustment,cyfs:EducationalAdjustment
cyfs,EducationalAdjustmentText,cyfs:EducationalAdjustmentText,TRUE,FALSE,,,,An adjustment of a juvenile in a school setting.,nc,TextType,nc:TextType,cyfs,EducationalAdjustment,cyfs:EducationalAdjustment
cyfs,EducationalGoalText,cyfs:EducationalGoalText,TRUE,FALSE,,,,A kind of educational level the child and or court wishes to  achieve.,nc,TextType,nc:TextType,,,
j,EducationalGoalText,j:EducationalGoalText,TRUE,FALSE,,,,An achievement target set by or for a subject with respect to academic progress.,nc,TextType,nc:TextType,,,
cyfs,EducationalNeedText,cyfs:EducationalNeedText,TRUE,FALSE,,,,A specific educational need that the child may have.,nc,TextType,nc:TextType,,,
j,EducationAugmentation,j:EducationAugmentation,TRUE,FALSE,,,,Additional information about an education.,j,EducationAugmentationType,j:EducationAugmentationType,cyfs,EducationAugmentationPoint,cyfs:EducationAugmentationPoint
cyfs,EducationAugmentationPoint,cyfs:EducationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for EducationType.,,,,,,
em,EducationAugmentationPoint,em:EducationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for EducationType,,,,,,
j,EducationCourse,j:EducationCourse,TRUE,FALSE,,,,A specific subject course offered thru and educational program or institution.,j,EducationCourseType,j:EducationCourseType,,,
j,EducationCourseActivity,j:EducationCourseActivity,TRUE,FALSE,,,,An event or process related to an educational course.,nc,ActivityType,nc:ActivityType,,,
j,EducationCourseAugmentationPoint,j:EducationCourseAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:EducationCourseType,,,,,,
j,EducationCourseComment,j:EducationCourseComment,TRUE,FALSE,,,,A comment related to an educational course.,nc,CommentType,nc:CommentType,,,
j,EducationCourseDescriptionText,j:EducationCourseDescriptionText,TRUE,FALSE,,,,A description of an educational course.,nc,TextType,nc:TextType,,,
j,EducationCourseEarnedGradeText,j:EducationCourseEarnedGradeText,TRUE,FALSE,,,,A grade awarded as the result of a completed educational course.,nc,TextType,nc:TextType,,,
j,EducationCourseEnrollmentDate,j:EducationCourseEnrollmentDate,TRUE,FALSE,,,,A date when a subject enrolled for an educational course.,nc,DateType,nc:DateType,,,
j,EducationCourseEntryDate,j:EducationCourseEntryDate,TRUE,FALSE,,,,A date the subject commenced the educational course.,nc,DateType,nc:DateType,,,
j,EducationCourseGenderRestrictionText,j:EducationCourseGenderRestrictionText,TRUE,FALSE,,,,A comment specific to gender qualifiers for a specific educational course.,nc,TextType,nc:TextType,,,
j,EducationCourseLevelOfNeedIntensity,j:EducationCourseLevelOfNeedIntensity,TRUE,TRUE,,,,A data concept for a kind of measure for the intensity and level of need provided by an educational course.,,,,,,
j,EducationCourseLevelOfNeedIntensityText,j:EducationCourseLevelOfNeedIntensityText,TRUE,FALSE,,,,A kind of measure for the intensity and level of need provided by an educational course.,nc,TextType,nc:TextType,j,EducationCourseLevelOfNeedIntensity,j:EducationCourseLevelOfNeedIntensity
j,EducationCourseMetadataRepositoryID,j:EducationCourseMetadataRepositoryID,TRUE,FALSE,,,,An identifier for the details about an educational course.,niem-xs,string,niem-xs:string,,,
j,EducationCourseName,j:EducationCourseName,TRUE,FALSE,,,,A name of an educational course.,nc,ProperNameTextType,nc:ProperNameTextType,,,
j,EducationCoursePriorUnitsCompletedQuantity,j:EducationCoursePriorUnitsCompletedQuantity,TRUE,FALSE,,,,A number of units previously completed toward an educational course.,nc,QuantityType,nc:QuantityType,,,
j,EducationCourseSequenceNumeric,j:EducationCourseSequenceNumeric,TRUE,FALSE,,,,A number of an educational course indicating the sequence in a series of courses.,nc,NumericType,nc:NumericType,,,
j,EducationCourseTerminatedDate,j:EducationCourseTerminatedDate,TRUE,FALSE,,,,A date of termination for an educational course.,nc,DateType,nc:DateType,,,
j,EducationCourseTerminatedReason,j:EducationCourseTerminatedReason,TRUE,TRUE,,,,A data concept for an explanation for the educational course being terminated.,,,,,,
j,EducationCourseTerminatedReasonText,j:EducationCourseTerminatedReasonText,TRUE,FALSE,,,,An explanation for the educational course being terminated.,nc,TextType,nc:TextType,j,EducationCourseTerminatedReason,j:EducationCourseTerminatedReason
j,EducationCourseTitleText,j:EducationCourseTitleText,TRUE,FALSE,,,,A title for an educational course.,nc,TextType,nc:TextType,,,
j,EducationCourseUnitsCompletedQuantity,j:EducationCourseUnitsCompletedQuantity,TRUE,FALSE,,,,A total number of educational course units completed by a subject.,nc,QuantityType,nc:QuantityType,,,
j,EducationDegreeYearDate,j:EducationDegreeYearDate,TRUE,FALSE,,,,A year in which a subject received an educational degree.,niem-xs,gYear,niem-xs:gYear,,,
em,EducationInstitutionName,em:EducationInstitutionName,TRUE,FALSE,,,,A name of an Educational Institution that awarded the degree,nc,TextType,nc:TextType,,,
im,EducationLevelClassification,im:EducationLevelClassification,TRUE,FALSE,,,,A classification of the highest level of education an alien STUDENT intends to achieve.,im,StudentEducationLevelType,im:StudentEducationLevelType,,,
im,EducationLevelCode,im:EducationLevelCode,TRUE,FALSE,,,,A student education level category a student is pursuing.,im,StudentEducationLevelCodeType,im:StudentEducationLevelCodeType,,,
im,EducationLevelCommentText,im:EducationLevelCommentText,TRUE,FALSE,,,,A field detailing the alien students level of education,nc,TextType,nc:TextType,,,
im,EducationLevelText,im:EducationLevelText,TRUE,FALSE,,"for F-1 Students: Primary, Secondary, Associate, Bachelors, Masters, Doctorate, Language Training, Other; for M-1 Students: High School, Flight Training, Other Vocation",,An education level of the alien student.,nc,TextType,nc:TextType,,,
em,EducationMajorText,em:EducationMajorText,TRUE,FALSE,,,,An Educational Degree Major (i.e. Business Administration),nc,TextType,nc:TextType,,,
em,EducationMinorText,em:EducationMinorText,TRUE,FALSE,,,,An Educational Degree Minor (i.e. Art History),nc,TextType,nc:TextType,,,
cyfs,EducationOrganization,cyfs:EducationOrganization,TRUE,FALSE,school,,,An education organization that currently has a juvenile enrolled as a student.,nc,OrganizationType,nc:OrganizationType,,,
j,EducationStatus,j:EducationStatus,TRUE,FALSE,,,,A description of the current status of a subject's educational goals.,nc,StatusType,nc:StatusType,,,
de,EDXLDistribution,de:EDXLDistribution,TRUE,FALSE,,,,A container for all of the elements related to the distribution of EDXL content messages. Asserts the originator's intent as to the dissemination of that particular message or set of messages.,,,,,,
nc,EffectiveDate,nc:EffectiveDate,TRUE,FALSE,,,,A date that information take effect.,nc,DateType,nc:DateType,,,
cbrn,EfficiencyCalibrationAugmentationPoint,cbrn:EfficiencyCalibrationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for cbrn:EfficiencyCalibrationType.,,,,,,
cbrn,EfficiencyUncertaintyValueList,cbrn:EfficiencyUncertaintyValueList,TRUE,FALSE,,,,A list of the 1-sigma absolute uncertainties in a set of EfficiencyValues.,cbrn,NonNegativeDoubleListType,cbrn:NonNegativeDoubleListType,,,
cbrn,EfficiencyValueList,cbrn:EfficiencyValueList,TRUE,FALSE,,,,"A list of efficiency values as decimal fractions; i.e., normally between 0.0 and 1.0.",cbrn,NonNegativeDoubleListType,cbrn:NonNegativeDoubleListType,,,
scr,EFTSFeatureAugmentationPoint,scr:EFTSFeatureAugmentationPoint,TRUE,TRUE,,,,An augmentation point for EFTSFeatureType.,,,,,,
em,ElectronicAccessRightCode,em:ElectronicAccessRightCode,TRUE,FALSE,,,,A code that identifies the level of access to an electronic asset,em,ElectronicAccessRightCodeType,em:ElectronicAccessRightCodeType,,,
nc,ElectronicAddress,nc:ElectronicAddress,TRUE,FALSE,,,,An Internet Protocol (IP) address or Uniform Resource Locator (URL) that uniquely identifies a specific site on the Internet or another network.,nc,ElectronicAddressType,nc:ElectronicAddressType,,,
nc,ElectronicAddressAugmentationPoint,nc:ElectronicAddressAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ElectronicAddressType.,,,,,,
em,ElectronicAddressCategoryCode,em:ElectronicAddressCategoryCode,TRUE,FALSE,,,,An Electronic Address types,em,ElectronicAddressCategoryCodeType,em:ElectronicAddressCategoryCodeType,,,
nc,ElectronicAddressDescriptionText,nc:ElectronicAddressDescriptionText,TRUE,FALSE,,,,"A description of a network address, such as what the site is used for or a name of an online forum or group that is reached at the address.",nc,TextType,nc:TextType,,,
nc,ElectronicAddressMACNumberID,nc:ElectronicAddressMACNumberID,TRUE,FALSE,,,,"A code assigned to a hardware device that connects to the Internet, (i.e., MAC address, physical address, Ethernet address), and uniquely identifies that hardware device on a LAN thereby allowing data to be passed among hardware devices.",niem-xs,string,niem-xs:string,,,
scr,ElectronicAddressText,scr:ElectronicAddressText,TRUE,FALSE,,,,A text that describes the ELECTRONIC ADDRESS.,nc,TextType,nc:TextType,,,
nc,ElectronicEquipment,nc:ElectronicEquipment,TRUE,FALSE,,,,An electronic device.,nc,ItemType,nc:ItemType,,,
nc,ElectronicEquipmentCategoryCode,nc:ElectronicEquipmentCategoryCode,TRUE,FALSE,,,,A kind of electronic equipment.,commodity,ElectronicEquipmentCategoryCodeType,commodity:ElectronicEquipmentCategoryCodeType,nc,ItemCategory,nc:ItemCategory
nc,ElectronicInstrument,nc:ElectronicInstrument,TRUE,FALSE,,,,An electronic tool or instrument.,nc,ItemType,nc:ItemType,,,
nc,ElectronicInstrumentCategoryCode,nc:ElectronicInstrumentCategoryCode,TRUE,FALSE,,,,A kind of electronic instrument.,commodity,ElectronicInstrumentCategoryCodeType,commodity:ElectronicInstrumentCategoryCodeType,nc,ItemCategory,nc:ItemCategory
cbrn,ElevationAccuracyValue,cbrn:ElevationAccuracyValue,TRUE,FALSE,,,,A value for the estimated accuracy of the elevation of a geographic point.,niem-xs,integer,niem-xs:integer,,,
mo,ElevationMeasure,mo:ElevationMeasure,TRUE,FALSE,,,,"A height above a fixed reference point, most commonly a reference geoid, a mathematical model of the Earth's sea level as an equipotential gravitational surface.",nc,LocationHeightMeasureType,nc:LocationHeightMeasureType,,,
cbrn,ElevationOffsetAccuracyValue,cbrn:ElevationOffsetAccuracyValue,TRUE,FALSE,,,,A value for the estimated accuracy of the elevation offset vertically to the earth's surface from a geographic point.,niem-xs,integer,niem-xs:integer,,,
cbrn,ElevationOffsetValue,cbrn:ElevationOffsetValue,TRUE,FALSE,,,,A value for the difference between the Elevation at a point of coordinate measurement and the earth's surface in meters.,niem-xs,integer,niem-xs:integer,,,
