TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
j,HearingCancellationType,j:HearingCancellationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a cancellation of a scheduled hearing.,,,,nc,ActivityType,nc:ActivityType
cyfs,HearingCategoryCodeSimpleType,cyfs:HearingCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the type of hearing that is going to take place.,cyfs,HearingCategoryCodeType,cyfs:HearingCategoryCodeType,,,
cyfs,HearingCategoryCodeType,cyfs:HearingCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the type of hearing that is going to take place.,,,,,,
j,HearingDecisionBasisType,j:HearingDecisionBasisType,CCC,FALSE,FALSE,FALSE,,,,A data type for a set of foundational elements of a hearing decision.,,,,,,
j,HearingDecisionConditionType,j:HearingDecisionConditionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a stated condition under which a hearing decision is made.,,,,nc,ConditionType,nc:ConditionType
j,HearingDecisionType,j:HearingDecisionType,CCC,FALSE,FALSE,FALSE,,,,A data type for an outcome decision or disposition of a hearing.,,,,nc,ActivityType,nc:ActivityType
j,HearingDeferredDecisionType,j:HearingDeferredDecisionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a hearing decision which has been postponed to a later time.,,,,nc,ActivityType,nc:ActivityType
j,HearingEvidenceType,j:HearingEvidenceType,CCC,FALSE,FALSE,FALSE,,,,A data type for a collection of evidence introduced or considered during a hearing.,,,,j,EvidenceType,j:EvidenceType
j,HearingInvestigatorType,j:HearingInvestigatorType,CCC,FALSE,FALSE,FALSE,,,,A data type for a name of a staff member assigned as an investigator to a hearing.,,,,,,
j,HearingNotificationType,j:HearingNotificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a notice of a hearing for all parties concerned.,,,,em,NotificationType,em:NotificationType
j,HearingReferralType,j:HearingReferralType,CCC,FALSE,FALSE,FALSE,,,,A data type for a referral as the result or in the process of a hearing.,,,,nc,ReferralType,nc:ReferralType
j,HearingRequestType,j:HearingRequestType,CCC,FALSE,FALSE,FALSE,,,,A data type for a formal request made for a hearing.,,,,nc,ActivityType,nc:ActivityType
j,HearingReschedulingType,j:HearingReschedulingType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a process of rescheduling a hearing, hearing events or of hearing process.",,,,,,
j,HearingStaffMemberAssignmentType,j:HearingStaffMemberAssignmentType,CCC,FALSE,FALSE,FALSE,,,,A data type for a staff member assigned to a hearing process.,,,,j,AssignmentType,j:AssignmentType
j,HearingSubjectMatterType,j:HearingSubjectMatterType,CCC,FALSE,FALSE,FALSE,,,,A data type for a set of details and subject matter central to a hearing process.,,,,,,
j,HearingType,j:HearingType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a proceeding before an administrative agency or authority to decide how to deal with failure to comply with rules, to determine an issue of fact, or to reach an administrative decision based on evidence.",,,,nc,ActivityType,nc:ActivityType
j,HearingWitnessType,j:HearingWitnessType,CCC,FALSE,FALSE,FALSE,,,,A data type for a person who offers witness testimony as part of hearing.,,,,j,WitnessType,j:WitnessType
niem-xs,hexBinary,niem-xs:hexBinary,CSC,FALSE,FALSE,FALSE,,,,A data type for hex-encoded binary data.,,,,,,
xs,hexBinary,xs:hexBinary,S,FALSE,FALSE,FALSE,,,,A data type for hex-encoded binary data.,niem-xs,hexBinary,niem-xs:hexBinary,,,
nc,HighwayType,nc:HighwayType,CCC,FALSE,FALSE,FALSE,,,,A data type for a major public road.,,,,,,
cyfs,HistoricalNarrativeType,cyfs:HistoricalNarrativeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the history of a participant of a case.,,,,,,
ndex,HouseholdFurnishingsCategoryCodeSimpleType,ndex:HouseholdFurnishingsCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a type of household furnishings.,ndex,HouseholdFurnishingsCategoryCodeType,ndex:HouseholdFurnishingsCategoryCodeType,,,
ndex,HouseholdFurnishingsCategoryCodeType,ndex:HouseholdFurnishingsCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a type of household furnishings.,,,,,,
ndex,HousewaresCategoryCodeSimpleType,ndex:HousewaresCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a type of household goods.,ndex,HousewaresCategoryCodeType,ndex:HousewaresCategoryCodeType,,,
ndex,HousewaresCategoryCodeType,ndex:HousewaresCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a type of household goods.,,,,,,
ncic,HSPCodeSimpleType,ncic:HSPCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Boat Hull Shape.,ncic,HSPCodeType,ncic:HSPCodeType,,,
ncic,HSPCodeType,ncic:HSPCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Boat Hull Shape.,,,,,,
ncic,HULCodeSimpleType,ncic:HULCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Boat Hull Type.,ncic,HULCodeType,ncic:HULCodeType,,,
ncic,HULCodeType,ncic:HULCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Boat Hull Type.,,,,,,
im,ICEEmployeeType,im:ICEEmployeeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the classification of the person employed by the Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) agency.,,,,,,
im,ICEOfficerType,im:ICEOfficerType,CCC,FALSE,FALSE,FALSE,,,,A data type for the classification of the authorized enforcement officer employed by the Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) agency.,,,,,,
cbrncl,IDAcquisitionMethodCodeSimpleType,cbrncl:IDAcquisitionMethodCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type that defines the codes for the methods by which the identifier of an object can be determined.,cbrncl,IDAcquisitionMethodCodeType,cbrncl:IDAcquisitionMethodCodeType,,,
cbrncl,IDAcquisitionMethodCodeType,cbrncl:IDAcquisitionMethodCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the methods by which the identifier of an object can be determined.,,,,,,
intel,IdentificationAugmentationType,intel:IdentificationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an identification.,,,,,,
scr,IdentificationAugmentationType,scr:IdentificationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type that supplements Identification and is used by Screening for augmenting the Identification Type,,,,,,
j,IdentificationCategoryCodeSimpleType,j:IdentificationCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of identification.,j,IdentificationCategoryCodeType,j:IdentificationCategoryCodeType,,,
j,IdentificationCategoryCodeType,j:IdentificationCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of identification.,,,,,,
j,IdentificationRangeType,j:IdentificationRangeType,CCC,FALSE,FALSE,FALSE,,,,A data type for a range of identifications.,,,,,,
nc,IdentificationType,nc:IdentificationType,CCC,FALSE,FALSE,FALSE,,,,A data type for a representation of an identity.,,,,,,
intel,IdentityAssociationAugmentationType,intel:IdentityAssociationAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an association relating a set of identities belonging to the same actual person to each other.,,,,,,
nc,IdentityType,nc:IdentityType,CCC,FALSE,FALSE,FALSE,,,,A data type for a set of known aspects or characteristics by which a person is defined or recognized.,,,,,,
ncic,IDTCodeSimpleType,ncic:IDTCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Identity Theft Type.,ncic,IDTCodeType,ncic:IDTCodeType,,,
ncic,IDTCodeType,ncic:IDTCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Identity Theft Type.,,,,,,
ncic,IFSCodeSimpleType,ncic:IFSCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Identification for Firearm Sales.,ncic,IFSCodeType,ncic:IFSCodeType,,,
ncic,IFSCodeType,ncic:IFSCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Identification for Firearm Sales.,,,,,,
biom,ImageAugmentationType,biom:ImageAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type that supplements Image and specifies the additional Screening Image Information,,,,,,
j,ImageAugmentationType,j:ImageAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an image.,,,,,,
mo,ImageAugmentationType,mo:ImageAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type for additional information about an image.,,,,,,
biom,ImageCaptureAugmentationType,biom:ImageCaptureAugmentationType,CCC,FALSE,FALSE,TRUE,,,,A data type that supplements Image Capture and specifies the additional  Image Capture Information,,,,,,
biom,ImageCaptureType,biom:ImageCaptureType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a set of information regarding the captured (e.g., scanned) image",,,,,,
biom,ImageCompressionAlgorithmCodeSimpleType,biom:ImageCompressionAlgorithmCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an image compression algorithm,biom,ImageCompressionAlgorithmCodeType,biom:ImageCompressionAlgorithmCodeType,,,
biom,ImageCompressionAlgorithmCodeType,biom:ImageCompressionAlgorithmCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an image compression algorithm,,,,,,
biom,ImageDistortionCategoryCodeSimpleType,biom:ImageDistortionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of distortion in an image,biom,ImageDistortionCategoryCodeType,biom:ImageDistortionCategoryCodeType,,,
biom,ImageDistortionCategoryCodeType,biom:ImageDistortionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of distortion in an image,,,,,,
biom,ImageDistortionMeasurementCodeSimpleType,biom:ImageDistortionMeasurementCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for a manner in which distortion in an image was measured, i.e. whether it was estimated or calculated",biom,ImageDistortionMeasurementCodeType,biom:ImageDistortionMeasurementCodeType,,,
biom,ImageDistortionMeasurementCodeType,biom:ImageDistortionMeasurementCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for a manner in which distortion in an image was measured, i.e. whether it was estimated or calculated",,,,,,
biom,ImageDistortionSeverityCodeSimpleType,biom:ImageDistortionSeverityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a severity of distortion in an image,biom,ImageDistortionSeverityCodeType,biom:ImageDistortionSeverityCodeType,,,
biom,ImageDistortionSeverityCodeType,biom:ImageDistortionSeverityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a severity of distortion in an image,,,,,,
biom,ImageDistortionType,biom:ImageDistortionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a distortion in an image,,,,,,
scr,ImageFeatureExtractionType,scr:ImageFeatureExtractionType,CCC,FALSE,FALSE,FALSE,,,,A data type that specifies details of the image extraction,,,,,,
biom,ImageFeatureVertexQuantitySimpleType,biom:ImageFeatureVertexQuantitySimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a number of coordinate points in an image polyline or polygon,biom,ImageFeatureVertexQuantityType,biom:ImageFeatureVertexQuantityType,,,
biom,ImageFeatureVertexQuantityType,biom:ImageFeatureVertexQuantityType,CSC,FALSE,FALSE,FALSE,,,,A data type for a number of coordinate points in an image polyline or polygon,,,,,,
cbrn,ImageFileType,cbrn:ImageFileType,CCC,FALSE,FALSE,FALSE,,,,A Data type to capture the Image file Type,,,,cbrn,DataFileType,cbrn:DataFileType
biom,ImageHashValueSimpleType,biom:ImageHashValueSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for a hash value computed from a binary object, like an image",biom,ImageHashValueType,biom:ImageHashValueType,,,
biom,ImageHashValueType,biom:ImageHashValueType,CSC,FALSE,FALSE,FALSE,,,,"A data type for a hash value computed from a binary object, like an image",,,,,,
biom,ImageOcclusionCategoryCodeSimpleType,biom:ImageOcclusionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of blockage in an image,biom,ImageOcclusionCategoryCodeType,biom:ImageOcclusionCategoryCodeType,,,
biom,ImageOcclusionCategoryCodeType,biom:ImageOcclusionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of blockage in an image,,,,,,
biom,ImageOcclusionOpacityCodeSimpleType,biom:ImageOcclusionOpacityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an opacity of a blockage in an image,biom,ImageOcclusionOpacityCodeType,biom:ImageOcclusionOpacityCodeType,,,
biom,ImageOcclusionOpacityCodeType,biom:ImageOcclusionOpacityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an opacity of a blockage in an image,,,,,,
biom,ImageOrientationCodeSimpleType,biom:ImageOrientationCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an image orientation,biom,ImageOrientationCodeType,biom:ImageOrientationCodeType,,,
cbrncl,ImageOrientationCodeSimpleType,cbrncl:ImageOrientationCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type that defines the code values for the orientation of an image; i.e., portrait or landscape.",cbrncl,ImageOrientationCodeType,cbrncl:ImageOrientationCodeType,,,
biom,ImageOrientationCodeType,biom:ImageOrientationCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an image orientation,,,,,,
cbrncl,ImageOrientationCodeType,cbrncl:ImageOrientationCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for the orientation of an image; i.e., portrait or landscape.",,,,,,
cbrncl,ImagePerspectiveCodeSimpleType,cbrncl:ImagePerspectiveCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type that defines the code Values for the viewing perspectives for image multimedia data.,cbrncl,ImagePerspectiveCodeType,cbrncl:ImagePerspectiveCodeType,,,
cbrncl,ImagePerspectiveCodeType,cbrncl:ImagePerspectiveCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the viewing perspectives for image multimedia data.,,,,,,
core_misc,ImagePoseCodeSimpleType,core_misc:ImagePoseCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for angles of an entitys pose in a photograph.,core_misc,ImagePoseCodeType,core_misc:ImagePoseCodeType,,,
core_misc,ImagePoseCodeType,core_misc:ImagePoseCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for angles of an entitys pose in a photograph.,,,,,,
biom,ImageQualityType,biom:ImageQualityType,CCC,FALSE,FALSE,FALSE,,,,A data type for a set of properties relating to image quality,,,,,,
im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType,CCC,FALSE,FALSE,FALSE,,,,A data type for the eligibility of an applicant attempting to extend or change status or reinstate student status.,,,,im,ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityType
im,ImmigrationBenefitExtensionOfStayEligibilityType,im:ImmigrationBenefitExtensionOfStayEligibilityType,CCC,FALSE,FALSE,FALSE,,,,A data type for an Extension of Stay Eligibility.,,,,im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType
im,ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayType,CCC,FALSE,FALSE,FALSE,,,,A data type for an immigration application type containing the request  to extend the stay in the country.,,,,im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType
im,ImmigrationBenefitMisconductDeclarationType,im:ImmigrationBenefitMisconductDeclarationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the declarations of misconduct made by an applicant when applying for an immigration benefit,,,,im,ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationType
im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,CCC,FALSE,FALSE,FALSE,,,,A data type for a Reinstatement of Student Eligibility.,,,,im,ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityType
im,ImmigrationBenefitReinstatementOfStudentStatusType,im:ImmigrationBenefitReinstatementOfStudentStatusType,CCC,FALSE,FALSE,FALSE,,,,A data type for the immigration application type requesting reinstatement of student status to extend attending to college or technical school.,,,,im,ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationType
im,ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeType,CCC,FALSE,FALSE,FALSE,,,,A data type for the representatives of an applicant for an immigration benefit.,,,,,,
im,ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestType,CCC,FALSE,FALSE,FALSE,,,,A data type for the request of an immigration benefit,,,,nc,ActivityType,nc:ActivityType
im,ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureType,CCC,FALSE,FALSE,FALSE,,,,A data type for the signatures associated with an immigration benefit request,,,,,,
im,ImmigrationClassOfAdmissionCategoryCodeSimpleType,im:ImmigrationClassOfAdmissionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Immigrant Class of Admission (COA) Codes,im,ImmigrationClassOfAdmissionCategoryCodeType,im:ImmigrationClassOfAdmissionCategoryCodeType,,,
im,ImmigrationClassOfAdmissionCategoryCodeType,im:ImmigrationClassOfAdmissionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Immigrant Class of Admission (COA) Codes,,,,,,
im,ImmigrationDeportationType,im:ImmigrationDeportationType,CCC,FALSE,FALSE,FALSE,,,,A data type that indicates if the Alien has been deported from the Country.,,,,nc,ActivityType,nc:ActivityType
im,ImmigrationDetentionType,im:ImmigrationDetentionType,CCC,FALSE,FALSE,FALSE,,,,A data type for the official retainer of an alien by United States immigration officials.,,,,j,BookingType,j:BookingType
